TIME,IN,OUT
2021-01-01 21:00,12,6
2021-01-01 22:00,3,3
2021-01-01 23:00,1,0
2021-01-02 0:00,3,2
2021-01-02 1:00,0,0
2021-01-02 2:00,0,0
2021-01-02 3:00,0,0
2021-01-02 4:00,0,0
2021-01-02 5:00,4,2
2021-01-02 6:00,9,9
2021-01-02 7:00,6,10
2021-01-02 8:00,6,9
2021-01-02 9:00,9,21
2021-01-02 10:00,8,14
2021-01-02 11:00,17,28
2021-01-02 12:00,22,20
2021-01-02 13:00,12,16
2021-01-02 14:00,23,19
2021-01-02 15:00,43,22
2021-01-02 16:00,25,17
2021-01-02 17:00,34,19
2021-01-02 18:00,24,12
2021-01-02 19:00,19,11
2021-01-02 20:00,38,13
2021-01-02 21:00,15,14
2021-01-02 22:00,5,3
2021-01-02 23:00,3,2
2021-01-03 0:00,0,0
2021-01-03 1:00,0,0
2021-01-03 2:00,0,0
2021-01-03 3:00,0,0
2021-01-03 4:00,1,1
2021-01-03 5:00,3,0
2021-01-03 6:00,4,2
2021-01-03 7:00,8,8
2021-01-03 8:00,2,8
2021-01-03 9:00,4,9
2021-01-03 10:00,4,12
2021-01-03 11:00,9,13
2021-01-03 12:00,11,5
2021-01-03 13:00,7,8
2021-01-03 14:00,14,16
2021-01-03 15:00,7,10
2021-01-03 16:00,21,10
2021-01-03 17:00,23,16
2021-01-03 18:00,18,9
2021-01-03 19:00,13,8
2021-01-03 20:00,17,10
2021-01-03 21:00,2,6
2021-01-03 22:00,4,1
2021-01-03 23:00,1,1
2021-01-04 0:00,1,1
2021-01-04 1:00,0,0
2021-01-04 2:00,0,0
2021-01-04 3:00,0,0
2021-01-04 4:00,0,0
2021-01-04 5:00,4,5
2021-01-04 6:00,4,10
2021-01-04 7:00,7,74
2021-01-04 8:00,10,157
2021-01-04 9:00,18,68
2021-01-04 10:00,20,40
2021-01-04 11:00,27,39
2021-01-04 12:00,50,47
2021-01-04 13:00,30,40
2021-01-04 14:00,43,33
2021-01-04 15:00,40,24
2021-01-04 16:00,45,18
2021-01-04 17:00,87,23
2021-01-04 18:00,164,29
2021-01-04 19:00,69,14
2021-01-04 20:00,36,13
2021-01-04 21:00,45,13
2021-01-04 22:00,9,4
2021-01-04 23:00,3,3
2021-01-05 0:00,0,0
2021-01-05 1:00,0,0
2021-01-05 2:00,0,0
2021-01-05 3:00,0,0
2021-01-05 4:00,1,1
2021-01-05 5:00,0,4
2021-01-05 6:00,7,10
2021-01-05 7:00,7,59
2021-01-05 8:00,12,145
2021-01-05 9:00,14,68
2021-01-05 10:00,16,37
2021-01-05 11:00,34,50
2021-01-05 12:00,47,54
2021-01-05 13:00,45,54
2021-01-05 14:00,50,33
2021-01-05 15:00,60,37
2021-01-05 16:00,44,23
2021-01-05 17:00,98,16
2021-01-05 18:00,164,24
2021-01-05 19:00,52,20
2021-01-05 20:00,51,18
2021-01-05 21:00,69,16
2021-01-05 22:00,19,3
2021-01-05 23:00,2,3
2021-01-06 0:00,1,1
2021-01-06 1:00,0,0
2021-01-06 2:00,0,0
2021-01-06 3:00,0,0
2021-01-06 4:00,0,0
2021-01-06 5:00,7,9
2021-01-06 6:00,10,17
2021-01-06 7:00,15,49
2021-01-06 8:00,9,144
2021-01-06 9:00,8,49
2021-01-06 10:00,16,47
2021-01-06 11:00,44,31
2021-01-06 12:00,64,64
2021-01-06 13:00,36,30
2021-01-06 14:00,44,23
2021-01-06 15:00,50,24
2021-01-06 16:00,49,22
2021-01-06 17:00,72,19
2021-01-06 18:00,161,21
2021-01-06 19:00,64,28
2021-01-06 20:00,62,12
2021-01-06 21:00,52,10
2021-01-06 22:00,23,5
2021-01-06 23:00,4,4
2021-01-07 0:00,0,0
2021-01-07 1:00,0,0
2021-01-07 2:00,0,0
2021-01-07 3:00,0,0
2021-01-07 4:00,1,1
2021-01-07 5:00,6,8
2021-01-07 6:00,4,6
2021-01-07 7:00,7,38
2021-01-07 8:00,8,110
2021-01-07 9:00,17,95
2021-01-07 10:00,20,46
2021-01-07 11:00,37,51
2021-01-07 12:00,61,53
2021-01-07 13:00,45,44
2021-01-07 14:00,40,21
2021-01-07 15:00,70,44
2021-01-07 16:00,38,17
2021-01-07 17:00,74,11
2021-01-07 18:00,143,31
2021-01-07 19:00,63,12
2021-01-07 20:00,39,5
2021-01-07 21:00,49,8
2021-01-07 22:00,16,2
2021-01-07 23:00,2,3
2021-01-08 0:00,2,2
2021-01-08 1:00,0,0
2021-01-08 2:00,0,0
2021-01-08 3:00,0,0
2021-01-08 4:00,0,0
2021-01-08 5:00,5,6
2021-01-08 6:00,4,11
2021-01-08 7:00,15,63
2021-01-08 8:00,25,152
2021-01-08 9:00,34,86
2021-01-08 10:00,24,47
2021-01-08 11:00,27,39
2021-01-08 12:00,51,52
2021-01-08 13:00,33,42
2021-01-08 14:00,50,35
2021-01-08 15:00,47,33
2021-01-08 16:00,63,25
2021-01-08 17:00,81,18
2021-01-08 18:00,123,18
2021-01-08 19:00,45,18
2021-01-08 20:00,41,12
2021-01-08 21:00,53,20
2021-01-08 22:00,11,4
2021-01-08 23:00,5,2
2021-01-09 0:00,0,0
2021-01-09 1:00,0,0
2021-01-09 2:00,0,0
2021-01-09 3:00,0,0
2021-01-09 4:00,3,4
2021-01-09 5:00,6,3
2021-01-09 6:00,9,5
2021-01-09 7:00,2,8
2021-01-09 8:00,7,15
2021-01-09 9:00,11,19
2021-01-09 10:00,12,21
2021-01-09 11:00,24,20
2021-01-09 12:00,28,16
2021-01-09 13:00,38,22
2021-01-09 14:00,24,32
2021-01-09 15:00,25,25
2021-01-09 16:00,44,21
2021-01-09 17:00,31,25
2021-01-09 18:00,31,18
2021-01-09 19:00,42,11
2021-01-09 20:00,21,13
2021-01-09 21:00,21,13
2021-01-09 22:00,2,4
2021-01-09 23:00,3,0
2021-01-10 0:00,1,1
2021-01-10 1:00,0,0
2021-01-10 2:00,0,0
2021-01-10 3:00,0,0
2021-01-10 4:00,0,0
2021-01-10 5:00,3,1
2021-01-10 6:00,3,6
2021-01-10 7:00,3,7
2021-01-10 8:00,10,14
2021-01-10 9:00,14,18
2021-01-10 10:00,6,12
2021-01-10 11:00,8,11
2021-01-10 12:00,15,14
2021-01-10 13:00,19,22
2021-01-10 14:00,24,22
2021-01-10 15:00,30,22
2021-01-10 16:00,19,12
2021-01-10 17:00,24,11
2021-01-10 18:00,20,11
2021-01-10 19:00,25,14
2021-01-10 20:00,26,13
2021-01-10 21:00,7,6
2021-01-10 22:00,4,1
2021-01-10 23:00,5,6
2021-01-11 0:00,0,1
2021-01-11 1:00,0,0
2021-01-11 2:00,0,0
2021-01-11 3:00,0,0
2021-01-11 4:00,2,2
2021-01-11 5:00,4,5
2021-01-11 6:00,9,9
2021-01-11 7:00,9,68
2021-01-11 8:00,14,135
2021-01-11 9:00,19,82
2021-01-11 10:00,22,41
2021-01-11 11:00,45,27
2021-01-11 12:00,60,36
2021-01-11 13:00,39,50
2021-01-11 14:00,47,32
2021-01-11 15:00,74,32
2021-01-11 16:00,46,27
2021-01-11 17:00,82,20
2021-01-11 18:00,144,11
2021-01-11 19:00,82,23
2021-01-11 20:00,57,14
2021-01-11 21:00,46,12
2021-01-11 22:00,11,4
2021-01-11 23:00,3,2
2021-01-12 0:00,1,1
2021-01-12 1:00,0,0
2021-01-12 2:00,0,0
2021-01-12 3:00,0,0
2021-01-12 4:00,0,0
2021-01-12 5:00,3,9
2021-01-12 6:00,2,9
2021-01-12 7:00,11,69
2021-01-12 8:00,10,139
2021-01-12 9:00,18,74
2021-01-12 10:00,13,42
2021-01-12 11:00,27,36
2021-01-12 12:00,55,44
2021-01-12 13:00,51,47
2021-01-12 14:00,32,31
2021-01-12 15:00,58,42
2021-01-12 16:00,86,31
2021-01-12 17:00,119,19
2021-01-12 18:00,120,23
2021-01-12 19:00,50,36
2021-01-12 20:00,50,17
2021-01-12 21:00,48,10
2021-01-12 22:00,28,3
2021-01-12 23:00,3,2
2021-01-13 0:00,0,0
2021-01-13 1:00,0,0
2021-01-13 2:00,0,0
2021-01-13 3:00,0,0
2021-01-13 4:00,1,2
2021-01-13 5:00,4,5
2021-01-13 6:00,5,12
2021-01-13 7:00,11,59
2021-01-13 8:00,9,135
2021-01-13 9:00,6,68
2021-01-13 10:00,28,44
2021-01-13 11:00,29,42
2021-01-13 12:00,55,47
2021-01-13 13:00,38,47
2021-01-13 14:00,45,34
2021-01-13 15:00,46,23
2021-01-13 16:00,49,20
2021-01-13 17:00,102,23
2021-01-13 18:00,145,18
2021-01-13 19:00,68,16
2021-01-13 20:00,47,12
2021-01-13 21:00,56,9
2021-01-13 22:00,16,5
2021-01-13 23:00,7,1
2021-01-14 0:00,1,1
2021-01-14 1:00,0,0
2021-01-14 2:00,0,0
2021-01-14 3:00,0,0
2021-01-14 4:00,0,1
2021-01-14 5:00,2,4
2021-01-14 6:00,8,10
2021-01-14 7:00,8,60
2021-01-14 8:00,15,133
2021-01-14 9:00,8,65
2021-01-14 10:00,21,40
2021-01-14 11:00,46,45
2021-01-14 12:00,79,69
2021-01-14 13:00,42,40
2021-01-14 14:00,55,23
2021-01-14 15:00,46,34
2021-01-14 16:00,43,24
2021-01-14 17:00,88,22
2021-01-14 18:00,157,32
2021-01-14 19:00,71,17
2021-01-14 20:00,49,10
2021-01-14 21:00,54,23
2021-01-14 22:00,16,6
2021-01-14 23:00,7,5
2021-01-15 0:00,0,0
2021-01-15 1:00,0,0
2021-01-15 2:00,0,0
2021-01-15 3:00,0,0
2021-01-15 4:00,1,1
2021-01-15 5:00,3,5
2021-01-15 6:00,6,6
2021-01-15 7:00,12,65
2021-01-15 8:00,21,139
2021-01-15 9:00,37,80
2021-01-15 10:00,18,42
2021-01-15 11:00,30,32
2021-01-15 12:00,61,45
2021-01-15 13:00,58,37
2021-01-15 14:00,45,24
2021-01-15 15:00,45,38
2021-01-15 16:00,46,30
2021-01-15 17:00,92,25
2021-01-15 18:00,125,32
2021-01-15 19:00,55,22
2021-01-15 20:00,48,19
2021-01-15 21:00,49,23
2021-01-15 22:00,22,7
2021-01-15 23:00,8,7
2021-01-16 0:00,1,1
2021-01-16 1:00,0,0
2021-01-16 2:00,0,0
2021-01-16 3:00,0,0
2021-01-16 4:00,1,1
2021-01-16 5:00,6,5
2021-01-16 6:00,2,3
2021-01-16 7:00,3,7
2021-01-16 8:00,11,20
2021-01-16 9:00,9,28
2021-01-16 10:00,14,21
2021-01-16 11:00,18,27
2021-01-16 12:00,31,38
2021-01-16 13:00,40,34
2021-01-16 14:00,32,40
2021-01-16 15:00,35,35
2021-01-16 16:00,45,25
2021-01-16 17:00,22,26
2021-01-16 18:00,71,14
2021-01-16 19:00,34,24
2021-01-16 20:00,34,14
2021-01-16 21:00,18,15
2021-01-16 22:00,4,2
2021-01-16 23:00,1,2
2021-01-17 0:00,0,0
2021-01-17 1:00,0,0
2021-01-17 2:00,0,0
2021-01-17 3:00,0,0
2021-01-17 4:00,1,1
2021-01-17 5:00,1,0
2021-01-17 6:00,8,3
2021-01-17 7:00,8,11
2021-01-17 8:00,6,6
2021-01-17 9:00,0,15
2021-01-17 10:00,7,11
2021-01-17 11:00,5,9
2021-01-17 12:00,15,17
2021-01-17 13:00,21,21
2021-01-17 14:00,21,14
2021-01-17 15:00,12,15
2021-01-17 16:00,16,13
2021-01-17 17:00,37,32
2021-01-17 18:00,18,10
2021-01-17 19:00,26,22
2021-01-17 20:00,27,11
2021-01-17 21:00,9,12
2021-01-17 22:00,0,0
2021-01-17 23:00,5,3
2021-01-18 0:00,3,3
2021-01-18 1:00,0,0
2021-01-18 2:00,0,0
2021-01-18 3:00,0,0
2021-01-18 4:00,1,1
2021-01-18 5:00,5,6
2021-01-18 6:00,1,13
2021-01-18 7:00,9,64
2021-01-18 8:00,12,146
2021-01-18 9:00,5,74
2021-01-18 10:00,12,44
2021-01-18 11:00,32,31
2021-01-18 12:00,55,50
2021-01-18 13:00,55,44
2021-01-18 14:00,41,36
2021-01-18 15:00,43,23
2021-01-18 16:00,49,28
2021-01-18 17:00,91,19
2021-01-18 18:00,179,16
2021-01-18 19:00,60,12
2021-01-18 20:00,58,10
2021-01-18 21:00,49,14
2021-01-18 22:00,8,1
2021-01-18 23:00,9,4
2021-01-19 0:00,0,0
2021-01-19 1:00,0,0
2021-01-19 2:00,0,0
2021-01-19 3:00,0,0
2021-01-19 4:00,2,2
2021-01-19 5:00,3,5
2021-01-19 6:00,5,10
2021-01-19 7:00,8,68
2021-01-19 8:00,14,139
2021-01-19 9:00,9,69
2021-01-19 10:00,26,36
2021-01-19 11:00,39,46
2021-01-19 12:00,31,47
2021-01-19 13:00,48,40
2021-01-19 14:00,43,32
2021-01-19 15:00,48,29
2021-01-19 16:00,49,27
2021-01-19 17:00,97,14
2021-01-19 18:00,153,26
2021-01-19 19:00,75,21
2021-01-19 20:00,49,22
2021-01-19 21:00,64,14
2021-01-19 22:00,29,6
2021-01-19 23:00,9,1
2021-01-20 0:00,2,1
2021-01-20 1:00,0,0
2021-01-20 2:00,0,0
2021-01-20 3:00,0,0
2021-01-20 4:00,1,1
2021-01-20 5:00,5,5
2021-01-20 6:00,0,11
2021-01-20 7:00,4,62
2021-01-20 8:00,20,147
2021-01-20 9:00,5,59
2021-01-20 10:00,9,40
2021-01-20 11:00,38,35
2021-01-20 12:00,52,57
2021-01-20 13:00,41,27
2021-01-20 14:00,59,39
2021-01-20 15:00,47,23
2021-01-20 16:00,52,19
2021-01-20 17:00,102,30
2021-01-20 18:00,174,22
2021-01-20 19:00,81,16
2021-01-20 20:00,47,14
2021-01-20 21:00,56,18
2021-01-20 22:00,17,4
2021-01-20 23:00,6,1
2021-01-21 0:00,0,0
2021-01-21 1:00,0,0
2021-01-21 2:00,0,0
2021-01-21 3:00,0,0
2021-01-21 4:00,1,1
2021-01-21 5:00,6,5
2021-01-21 6:00,5,7
2021-01-21 7:00,6,61
2021-01-21 8:00,17,138
2021-01-21 9:00,10,63
2021-01-21 10:00,19,57
2021-01-21 11:00,22,30
2021-01-21 12:00,70,44
2021-01-21 13:00,62,51
2021-01-21 14:00,57,42
2021-01-21 15:00,74,31
2021-01-21 16:00,56,32
2021-01-21 17:00,102,24
2021-01-21 18:00,165,28
2021-01-21 19:00,82,22
2021-01-21 20:00,60,6
2021-01-21 21:00,76,20
2021-01-21 22:00,20,6
2021-01-21 23:00,9,1
2021-01-22 0:00,2,2
2021-01-22 1:00,0,0
2021-01-22 2:00,0,0
2021-01-22 3:00,0,0
2021-01-22 4:00,1,1
2021-01-22 5:00,3,5
2021-01-22 6:00,5,10
2021-01-22 7:00,3,66
2021-01-22 8:00,21,132
2021-01-22 9:00,30,77
2021-01-22 10:00,21,42
2021-01-22 11:00,37,41
2021-01-22 12:00,68,53
2021-01-22 13:00,55,54
2021-01-22 14:00,44,26
2021-01-22 15:00,57,21
2021-01-22 16:00,62,28
2021-01-22 17:00,86,29
2021-01-22 18:00,153,31
2021-01-22 19:00,69,21
2021-01-22 20:00,37,21
2021-01-22 21:00,63,21
2021-01-22 22:00,17,2
2021-01-22 23:00,5,5
2021-01-23 0:00,0,0
2021-01-23 1:00,0,0
2021-01-23 2:00,0,0
2021-01-23 3:00,0,0
2021-01-23 4:00,1,1
2021-01-23 5:00,5,1
2021-01-23 6:00,6,4
2021-01-23 7:00,5,13
2021-01-23 8:00,9,14
2021-01-23 11:00,20,33
2021-01-23 12:00,39,39
2021-01-23 13:00,28,28
2021-01-23 14:00,49,35
2021-01-23 15:00,64,30
2021-01-23 16:00,57,40
2021-01-23 17:00,57,20
2021-01-23 18:00,53,26
2021-01-23 19:00,39,19
2021-01-23 20:00,47,14
2021-01-23 21:00,33,16
2021-01-23 22:00,4,4
2021-01-23 23:00,3,3
2021-01-24 0:00,2,2
2021-01-24 1:00,0,0
2021-01-24 2:00,0,0
2021-01-24 3:00,0,0
2021-01-24 4:00,1,1
2021-01-24 5:00,0,3
2021-01-24 6:00,2,3
2021-01-24 7:00,5,4
2021-01-24 8:00,1,7
2021-01-24 9:00,5,11
2021-01-24 10:00,3,6
2021-01-24 11:00,7,15
2021-01-24 12:00,18,13
2021-01-24 13:00,32,10
2021-01-24 14:00,34,22
2021-01-24 15:00,35,14
2021-01-24 16:00,37,12
2021-01-24 17:00,24,19
2021-01-24 18:00,21,15
2021-01-24 19:00,19,11
2021-01-24 20:00,30,15
2021-01-24 21:00,20,4
2021-01-24 22:00,1,1
2021-01-24 23:00,1,2
2021-01-25 0:00,0,0
2021-01-25 1:00,0,0
2021-01-25 2:00,0,0
2021-01-25 3:00,0,0
2021-01-25 4:00,1,1
2021-01-25 5:00,3,4
2021-01-25 6:00,8,10
2021-01-25 7:00,4,72
2021-01-25 8:00,10,144
2021-01-25 9:00,14,65
2021-01-25 10:00,22,42
2021-01-25 11:00,54,36
2021-01-25 12:00,48,44
2021-01-25 13:00,36,42
2021-01-25 14:00,64,31
2021-01-25 15:00,65,35
2021-01-25 16:00,57,30
2021-01-25 17:00,86,34
2021-01-25 18:00,172,25
2021-01-25 19:00,74,7
2021-01-25 20:00,41,16
2021-01-25 21:00,59,16
2021-01-25 22:00,12,3
2021-01-25 23:00,5,2
2021-01-26 0:00,1,1
2021-01-26 1:00,0,0
2021-01-26 2:00,0,0
2021-01-26 3:00,0,0
2021-01-26 4:00,2,1
2021-01-26 5:00,3,6
2021-01-26 6:00,3,13
2021-01-26 7:00,4,62
2021-01-26 8:00,15,128
2021-01-26 9:00,23,80
2021-01-26 10:00,25,35
2021-01-26 11:00,46,46
2021-01-26 12:00,39,44
2021-01-26 13:00,48,42
2021-01-26 14:00,29,32
2021-01-26 15:00,61,42
2021-01-26 16:00,67,32
2021-01-26 17:00,111,21
2021-01-26 18:00,159,28
2021-01-26 19:00,74,26
2021-01-26 20:00,78,20
2021-01-26 21:00,70,17
2021-01-26 22:00,28,5
2021-01-26 23:00,4,0
2021-01-27 0:00,0,0
2021-01-27 1:00,0,0
2021-01-27 2:00,0,0
2021-01-27 3:00,0,0
2021-01-27 4:00,1,1
2021-01-27 5:00,6,3
2021-01-27 6:00,4,8
2021-01-27 7:00,6,65
2021-01-27 8:00,13,143
2021-01-27 9:00,10,82
2021-01-27 10:00,25,37
2021-01-27 11:00,37,34
2021-01-27 12:00,45,47
2021-01-27 13:00,35,41
2021-01-27 14:00,44,29
2021-01-27 15:00,61,37
2021-01-27 16:00,87,36
2021-01-27 17:00,92,21
2021-01-27 18:00,181,28
2021-01-27 19:00,82,22
2021-01-27 20:00,69,24
2021-01-27 21:00,56,27
2021-01-27 22:00,22,4
2021-01-27 23:00,5,1
2021-01-28 0:00,1,1
2021-01-28 1:00,0,0
2021-01-28 2:00,0,0
2021-01-28 3:00,0,0
2021-01-28 4:00,1,1
2021-01-28 5:00,4,5
2021-01-28 6:00,3,9
2021-01-28 7:00,13,67
2021-01-28 8:00,17,152
2021-01-28 9:00,22,73
2021-01-28 10:00,21,46
2021-01-28 11:00,48,40
2021-01-28 12:00,43,47
2021-01-28 13:00,61,53
2021-01-28 14:00,43,22
2021-01-28 15:00,49,27
2021-01-28 16:00,65,29
2021-01-28 17:00,87,28
2021-01-28 18:00,182,30
2021-01-28 19:00,50,19
2021-01-28 20:00,51,18
2021-01-28 21:00,60,11
2021-01-28 22:00,18,4
2021-01-28 23:00,3,2
2021-01-29 0:00,1,1
2021-01-29 1:00,0,0
2021-01-29 2:00,0,0
2021-01-29 3:00,0,0
2021-01-29 4:00,1,1
2021-01-29 5:00,3,6
2021-01-29 6:00,5,11
2021-01-29 7:00,9,60
2021-01-29 8:00,29,136
2021-01-29 9:00,31,80
2021-01-29 10:00,24,39
2021-01-29 11:00,42,38
2021-01-29 12:00,83,58
2021-01-29 13:00,49,43
2021-01-29 14:00,38,37
2021-01-29 15:00,56,24
2021-01-29 16:00,58,26
2021-01-29 17:00,103,21
2021-01-29 18:00,162,31
2021-01-29 19:00,87,24
2021-01-29 20:00,50,18
2021-01-29 21:00,55,17
2021-01-29 22:00,24,1
2021-01-29 23:00,6,3
2021-01-30 0:00,1,1
2021-01-30 1:00,0,0
2021-01-30 2:00,0,0
2021-01-30 3:00,0,0
2021-01-30 4:00,1,1
2021-01-30 5:00,2,1
2021-01-30 6:00,4,6
2021-01-30 7:00,6,8
2021-01-30 8:00,7,19
2021-01-30 9:00,11,20
2021-01-30 10:00,8,19
2021-01-30 11:00,19,26
2021-01-30 12:00,25,29
2021-01-30 13:00,25,18
2021-01-30 14:00,30,17
2021-01-30 15:00,41,43
2021-01-30 16:00,56,43
2021-01-30 17:00,43,33
2021-01-30 18:00,87,17
2021-01-30 19:00,36,11
2021-01-30 20:00,38,13
2021-01-30 21:00,28,18
2021-01-30 22:00,9,3
2021-01-30 23:00,4,3
2021-01-31 0:00,0,0
2021-01-31 1:00,0,0
2021-01-31 2:00,0,0
2021-01-31 3:00,0,0
2021-01-31 4:00,1,1
2021-01-31 5:00,0,0
2021-01-31 6:00,5,2
2021-01-31 7:00,2,7
2021-01-31 8:00,1,9
2021-01-31 9:00,3,13
2021-01-31 10:00,6,13
2021-01-31 11:00,8,9
2021-01-31 12:00,17,17
2021-01-31 13:00,22,15
2021-01-31 14:00,32,29
2021-01-31 15:00,30,13
2021-01-31 16:00,54,25
2021-01-31 17:00,36,12
2021-01-31 18:00,31,23
2021-01-31 19:00,23,18
2021-01-31 20:00,18,9
2021-01-31 21:00,15,13
2021-01-31 22:00,2,5
2021-01-31 23:00,1,2
2021-02-01 0:00,1,1
2021-02-01 1:00,0,0
2021-02-01 2:00,0,0
2021-02-01 3:00,0,0
2021-02-01 4:00,1,1
2021-02-01 5:00,2,4
2021-02-01 6:00,10,13
2021-02-01 7:00,6,64
2021-02-01 8:00,18,157
2021-02-01 9:00,14,69
2021-02-01 10:00,16,42
2021-02-01 11:00,37,37
2021-02-01 12:00,62,54
2021-02-01 13:00,47,38
2021-02-01 14:00,48,36
2021-02-01 15:00,65,29
2021-02-01 16:00,62,25
2021-02-01 17:00,97,17
2021-02-01 18:00,191,28
2021-02-01 19:00,90,25
2021-02-01 20:00,48,21
2021-02-01 21:00,68,15
2021-02-01 22:00,12,2
2021-02-01 23:00,4,3
2021-02-02 0:00,4,3
2021-02-02 1:00,0,0
2021-02-02 2:00,0,0
2021-02-02 3:00,0,0
2021-02-02 4:00,4,2
2021-02-02 5:00,6,14
2021-02-02 6:00,6,6
2021-02-02 7:00,10,66
2021-02-02 8:00,37,158
2021-02-02 9:00,17,74
2021-02-02 10:00,23,34
2021-02-02 11:00,40,33
2021-02-02 12:00,45,52
2021-02-02 13:00,55,36
2021-02-02 14:00,51,25
2021-02-02 15:00,53,45
2021-02-02 16:00,68,21
2021-02-02 17:00,88,27
2021-02-02 18:00,173,29
2021-02-02 19:00,68,30
2021-02-02 20:00,62,22
2021-02-02 21:00,73,17
2021-02-02 22:00,22,5
2021-02-02 23:00,4,2
2021-02-03 0:00,1,1
2021-02-03 1:00,0,0
2021-02-03 2:00,0,0
2021-02-03 3:00,0,0
2021-02-03 4:00,0,0
2021-02-03 5:00,1,5
2021-02-03 6:00,2,8
2021-02-03 7:00,5,68
2021-02-03 8:00,18,147
2021-02-03 9:00,8,66
2021-02-03 10:00,9,43
2021-02-03 11:00,38,27
2021-02-03 12:00,54,54
2021-02-03 13:00,48,49
2021-02-03 14:00,41,34
2021-02-03 15:00,58,31
2021-02-03 16:00,46,27
2021-02-03 17:00,111,18
2021-02-03 18:00,150,23
2021-02-03 19:00,88,21
2021-02-03 20:00,47,19
2021-02-03 21:00,79,31
2021-02-03 22:00,28,6
2021-02-03 23:00,13,6
2021-02-04 0:00,0,0
2021-02-04 1:00,1,1
2021-02-04 2:00,0,0
2021-02-04 3:00,0,0
2021-02-04 4:00,1,0
2021-02-04 5:00,0,4
2021-02-04 6:00,5,9
2021-02-04 7:00,3,53
2021-02-04 8:00,12,130
2021-02-04 9:00,14,84
2021-02-04 10:00,21,50
2021-02-04 11:00,52,33
2021-02-04 12:00,67,49
2021-02-04 13:00,53,53
2021-02-04 14:00,49,43
2021-02-04 15:00,58,30
2021-02-04 16:00,54,36
2021-02-04 17:00,102,39
2021-02-04 18:00,144,24
2021-02-04 19:00,70,28
2021-02-04 20:00,69,20
2021-02-04 21:00,49,15
2021-02-04 22:00,21,8
2021-02-04 23:00,6,2
2021-02-05 0:00,1,1
2021-02-05 1:00,0,0
2021-02-05 2:00,0,0
2021-02-05 3:00,0,0
2021-02-05 4:00,1,1
2021-02-05 5:00,2,5
2021-02-05 6:00,4,12
2021-02-05 7:00,6,60
2021-02-05 8:00,33,155
2021-02-05 9:00,33,92
2021-02-05 10:00,23,36
2021-02-05 11:00,35,40
2021-02-05 12:00,55,44
2021-02-05 13:00,46,43
2021-02-05 14:00,54,23
2021-02-05 15:00,47,22
2021-02-05 16:00,65,28
2021-02-05 17:00,85,26
2021-02-05 18:00,161,36
2021-02-05 19:00,60,34
2021-02-05 20:00,52,19
2021-02-05 21:00,57,21
2021-02-05 22:00,17,3
2021-02-05 23:00,7,4
2021-02-06 0:00,0,0
2021-02-06 1:00,0,0
2021-02-06 2:00,0,0
2021-02-06 3:00,0,0
2021-02-06 4:00,1,2
2021-02-06 5:00,0,3
2021-02-06 6:00,6,2
2021-02-06 7:00,5,12
2021-02-06 8:00,5,14
2021-02-06 9:00,8,25
2021-02-06 10:00,11,19
2021-02-06 11:00,24,29
2021-02-06 12:00,20,27
2021-02-06 13:00,37,24
2021-02-06 14:00,32,39
2021-02-06 15:00,32,30
2021-02-06 16:00,53,25
2021-02-06 17:00,64,33
2021-02-06 18:00,67,36
2021-02-06 19:00,64,20
2021-02-06 20:00,33,21
2021-02-06 21:00,31,27
2021-02-06 22:00,8,2
2021-02-06 23:00,1,6
2021-02-07 0:00,1,1
2021-02-07 1:00,0,0
2021-02-07 2:00,0,0
2021-02-07 3:00,0,0
2021-02-07 4:00,0,0
2021-02-07 5:00,1,1
2021-02-07 6:00,3,6
2021-02-07 7:00,3,5
2021-02-07 8:00,5,9
2021-02-07 9:00,9,25
2021-02-07 10:00,10,16
2021-02-07 11:00,18,19
2021-02-07 12:00,21,27
2021-02-07 13:00,31,29
2021-02-07 14:00,26,15
2021-02-07 15:00,32,24
2021-02-07 16:00,30,12
2021-02-07 17:00,32,18
2021-02-07 18:00,47,23
2021-02-07 19:00,20,12
2021-02-07 20:00,37,7
2021-02-07 21:00,25,28
2021-02-07 22:00,1,2
2021-02-07 23:00,3,1
2021-02-08 0:00,0,0
2021-02-08 1:00,0,0
2021-02-08 2:00,0,0
2021-02-08 3:00,0,0
2021-02-08 4:00,1,1
2021-02-08 5:00,2,6
2021-02-08 6:00,7,10
2021-02-08 7:00,9,70
2021-02-08 8:00,13,137
2021-02-08 9:00,13,77
2021-02-08 10:00,17,34
2021-02-08 11:00,41,31
2021-02-08 12:00,54,40
2021-02-08 13:00,40,50
2021-02-08 14:00,49,30
2021-02-08 15:00,67,40
2021-02-08 16:00,63,17
2021-02-08 17:00,82,21
2021-02-08 18:00,187,22
2021-02-08 19:00,81,34
2021-02-08 20:00,60,8
2021-02-08 21:00,37,24
2021-02-08 22:00,7,1
2021-02-08 23:00,5,0
2021-02-09 0:00,1,1
2021-02-09 1:00,0,0
2021-02-09 2:00,0,0
2021-02-09 3:00,0,0
2021-02-09 4:00,0,0
2021-02-09 5:00,5,7
2021-02-09 6:00,1,6
2021-02-09 7:00,12,63
2021-02-09 8:00,12,156
2021-02-09 9:00,11,81
2021-02-09 10:00,24,53
2021-02-09 11:00,50,34
2021-02-09 12:00,58,57
2021-02-09 13:00,26,48
2021-02-09 14:00,49,29
2021-02-09 15:00,65,30
2021-02-09 16:00,64,11
2021-02-09 17:00,95,23
2021-02-09 18:00,175,31
